series,description,week_start,demand_units,trend_13_week_centered_ma,seasonal_component,residual
22197,POPCORN HOLDER,2011-08-22,826,900.38,97.32,-171.71
22197,POPCORN HOLDER,2011-08-29,956,956.31,-222.95,222.64
22197,POPCORN HOLDER,2011-09-05,516,998.08,-417.41,-64.67
22197,POPCORN HOLDER,2011-09-12,570,1177.69,-438.33,-169.36
22197,POPCORN HOLDER,2011-09-19,682,1099.00,213.74,-630.74
22197,POPCORN HOLDER,2011-09-26,1675,1265.54,-216.56,626.03
22197,POPCORN HOLDER,2011-10-03,835,1467.38,-453.72,-178.67
22197,POPCORN HOLDER,2011-10-10,884,1631.15,-849.06,101.91
22197,POPCORN HOLDER,2011-10-17,1164,1809.23,-372.18,-273.05
22197,POPCORN HOLDER,2011-10-24,2771,2112.31,922.74,-264.05
22197,POPCORN HOLDER,2011-10-31,1155,,-512.26,
22197,POPCORN HOLDER,2011-11-07,3900,,2790.82,
22197,POPCORN HOLDER,2011-11-14,3142,,444.59,
22197,POPCORN HOLDER,2011-11-21,2955,,914.21,
22197,POPCORN HOLDER,2011-11-28,3271,,-609.72,
22197,POPCORN HOLDER,2011-12-05,4456,,-205.49,
23843,"PAPER CRAFT , LITTLE BIRDIE",2009-11-30,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2009-12-07,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2009-12-14,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2009-12-21,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2009-12-28,0,,,
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-01-04,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-01-11,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-01-18,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-01-25,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-02-01,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-02-08,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-02-15,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-02-22,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-03-01,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-03-08,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-03-15,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-03-22,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-03-29,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-04-05,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-04-12,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-04-19,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-04-26,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-05-03,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-05-10,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-05-17,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-05-24,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-05-31,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-06-07,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-06-14,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-06-21,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-06-28,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-07-05,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-07-12,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-07-19,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-07-26,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-08-02,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-08-09,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-08-16,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-08-23,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-08-30,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-09-06,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-09-13,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-09-20,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-09-27,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-10-04,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-10-11,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-10-18,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-10-25,0,0.00,-3055.28,3055.28
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-11-01,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-11-08,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-11-15,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-11-22,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-11-29,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-12-06,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-12-13,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-12-20,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2010-12-27,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-01-03,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-01-10,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-01-17,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-01-24,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-01-31,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-02-07,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-02-14,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-02-21,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-02-28,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-03-07,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-03-14,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-03-21,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-03-28,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-04-04,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-04-11,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-04-18,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-04-25,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-05-02,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-05-09,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-05-16,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-05-23,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-05-30,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-06-06,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-06-13,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-06-20,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-06-27,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-07-04,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-07-11,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-07-18,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-07-25,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-08-01,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-08-08,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-08-15,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-08-22,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-08-29,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-09-05,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-09-12,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-09-19,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-09-26,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-10-03,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-10-10,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-10-17,0,0.00,59.91,-59.91
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-10-24,0,6230.38,-3055.28,-3175.10
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-10-31,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-11-07,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-11-14,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-11-21,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-11-28,0,,59.91,
23843,"PAPER CRAFT , LITTLE BIRDIE",2011-12-05,80995,,59.91,
84879,ASSORTED COLOUR BIRD ORNAMENT,2009-11-30,2023,,-275.26,
84879,ASSORTED COLOUR BIRD ORNAMENT,2009-12-07,1213,,-364.80,
84879,ASSORTED COLOUR BIRD ORNAMENT,2009-12-14,1324,,-958.57,
84879,ASSORTED COLOUR BIRD ORNAMENT,2009-12-21,82,,-581.34,
84879,ASSORTED COLOUR BIRD ORNAMENT,2009-12-28,0,,,
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-01-04,168,,-42.26,
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-01-11,233,600.77,-201.95,-165.81
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-01-18,897,502.31,69.12,325.57
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-01-25,211,479.54,-158.65,-109.89
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-02-01,274,420.08,190.39,-336.47
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-02-08,504,478.38,-125.76,151.38
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-02-15,587,503.85,94.51,-11.35
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-02-22,294,547.54,-214.65,-38.89
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-03-01,743,579.85,-78.45,241.61
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-03-08,917,549.62,219.97,147.42
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-03-15,551,604.08,175.51,-228.58
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-03-22,840,609.31,42.08,188.61
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-03-29,331,640.92,-171.26,-138.66
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-04-05,736,616.92,126.97,-7.89
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-04-12,653,637.38,97.12,-81.51
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-04-19,504,604.00,-68.76,-31.24
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-04-26,919,553.15,3.62,362.22
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-05-03,342,554.54,-100.49,-112.05
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-05-10,915,509.31,516.78,-111.08
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-05-17,275,537.08,-108.84,-153.24
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-05-24,560,546.46,25.24,-11.70
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-05-31,309,527.00,-163.99,-54.01
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-06-07,256,568.46,-253.65,-58.81
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-06-14,569,545.54,-16.61,40.07
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-06-21,252,568.46,-397.88,81.42
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-06-28,692,555.77,-165.22,301.45
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-07-05,858,585.69,-11.38,283.69
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-07-12,400,619.54,-312.26,92.72
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-07-19,1043,669.85,64.05,309.11
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-07-26,621,679.92,-184.03,125.11
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-08-02,640,683.77,1470.78,-1514.55
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-08-09,750,801.62,211.78,-263.39
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-08-16,664,807.85,-241.03,97.19
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-08-23,1000,799.77,77.05,123.19
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-08-30,963,944.15,-332.49,351.34
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-09-06,387,997.46,-522.76,-87.70
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-09-13,619,1029.00,-224.38,-185.62
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-09-20,1784,1056.08,350.01,377.92
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-09-27,773,1427.92,-312.45,-342.47
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-10-04,753,1489.15,-483.38,-252.78
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-10-11,2277,1484.46,189.70,602.84
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-10-18,1736,1501.46,82.85,151.69
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-10-25,1031,1531.77,-313.38,-187.39
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-11-01,992,1533.23,-544.11,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-11-08,5584,1399.08,4182.05,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-11-15,1460,1339.62,117.51,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-11-22,939,1318.00,-381.88,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-11-29,1184,1176.23,4.89,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-06,781,1053.38,-275.26,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-13,638,999.92,-364.80,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-20,40,995.69,-958.57,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-27,0,578.46,-581.34,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-01-03,472,511.38,-42.26,2.88
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-01-10,434,464.38,-201.95,171.57
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-01-17,139,389.69,69.12,-319.81
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-01-24,336,379.00,-158.65,115.65
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-01-31,937,404.38,190.39,342.22
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-02-07,160,431.38,-125.76,-145.62
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-02-14,588,476.38,94.51,17.11
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-02-21,328,498.00,-214.65,44.65
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-02-28,213,527.31,-78.45,-235.85
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-03-07,642,563.69,219.97,-141.66
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-03-14,968,558.15,175.51,234.34
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-03-21,391,531.77,42.08,-182.85
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-03-28,585,611.85,-171.26,144.42
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-04-04,753,612.38,126.97,13.65
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-04-11,815,630.62,97.12,87.26
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-04-18,612,643.77,-68.76,36.99
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-04-25,264,616.85,3.62,-356.47
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-05-02,594,576.69,-100.49,117.80
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-05-09,1201,567.38,516.78,116.84
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-05-16,595,544.85,-108.84,158.99
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-05-23,565,522.31,25.24,17.45
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-05-30,384,488.23,-163.99,59.76
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-06-06,292,481.08,-253.65,64.57
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-06-13,446,496.92,-16.61,-34.31
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-06-20,270,743.54,-397.88,-75.66
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-06-27,292,752.92,-165.22,-295.70
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-07-04,460,749.31,-11.38,-277.93
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-07-11,372,771.23,-312.26,-86.97
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-07-18,519,758.31,64.05,-303.35
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-07-25,470,773.38,-184.03,-119.35
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-08-01,3800,808.92,1470.78,1520.30
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-08-08,1323,842.08,211.78,269.15
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-08-15,548,880.46,-241.03,-91.43
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-08-22,850,890.38,77.05,-117.43
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-08-29,216,894.08,-332.49,-345.58
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-09-05,488,917.31,-522.76,93.45
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-09-12,908,941.00,-224.38,191.38
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-09-19,701,723.15,350.01,-372.16
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-09-26,791,755.23,-312.45,348.22
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-10-03,589,813.85,-483.38,258.53
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-10-10,420,827.38,189.70,-597.08
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-10-17,821,884.08,82.85,-145.93
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-10-24,778,898.23,-313.38,193.15
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-10-31,968,,-544.11,
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-11-07,1740,,4182.05,
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-11-14,1310,,117.51,
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-11-21,1026,,-381.88,
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-11-28,953,,4.89,
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-12-05,672,,-275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2009-11-30,0,,-5433.58,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2009-12-07,0,,-5433.58,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2009-12-14,0,,-5433.58,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2009-12-21,0,,-5433.58,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2009-12-28,0,,,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-01-04,0,,-5433.58,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-01-11,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-01-18,0,0.00,34528.34,-34528.34
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-01-25,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-02-01,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-02-08,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-02-15,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-02-22,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-03-01,0,0.00,-2579.16,2579.16
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-03-08,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-03-15,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-03-22,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-03-29,0,0.00,267.88,-267.88
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-04-05,0,0.00,252.76,-252.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-04-12,0,0.00,244.49,-244.49
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-04-19,0,0.00,241.92,-241.92
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-04-26,0,0.00,236.34,-236.34
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-05-03,0,0.00,231.53,-231.53
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-05-10,0,0.00,325.46,-325.46
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-05-17,0,0.00,425.69,-425.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-05-24,0,0.00,333.53,-333.53
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-05-31,0,0.00,255.92,-255.92
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-06-07,0,0.00,287.49,-287.49
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-06-14,0,0.00,263.57,-263.57
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-06-21,0,0.00,223.15,-223.15
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-06-28,0,0.00,204.76,-204.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-07-05,0,0.00,251.96,-251.96
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-07-12,0,0.00,263.07,-263.07
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-07-19,0,0.00,314.22,-314.22
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-07-26,0,0.00,399.34,-399.34
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-08-02,0,0.00,285.65,-285.65
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-08-09,0,0.00,249.69,-249.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-08-16,0,0.00,287.92,-287.92
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-08-23,0,0.00,259.96,-259.96
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-08-30,0,0.00,231.42,-231.42
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-09-06,0,0.00,289.15,-289.15
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-09-13,0,0.00,255.65,-255.65
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-09-20,0,0.00,285.80,-285.80
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-09-27,0,0.00,278.30,-278.30
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-10-04,0,0.00,263.84,-263.84
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-10-11,0,0.00,270.76,-270.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-10-18,0,0.00,254.61,-254.61
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-10-25,0,0.00,255.76,-255.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-11-01,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-11-08,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-11-15,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-11-22,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-11-29,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-12-06,0,5708.85,-5433.58,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-12-13,0,5708.85,-5433.58,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-12-20,0,5708.85,-5433.58,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2010-12-27,0,5708.85,-5433.58,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-01-03,0,5708.85,-5433.58,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-01-10,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-01-17,74215,5708.85,34528.34,33977.81
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-01-24,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-01-31,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-02-07,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-02-14,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-02-21,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-02-28,0,5708.85,-2579.16,-3129.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-03-07,0,0.00,275.26,-275.26
